upstream;category;cve;fork;fix_sha;filepath;tipo;auto_status;sim_ast;gt_label;gt_confidence;is_removal_patch;lines_checked;lines_present;lines_absent;evidence_file
element-hq/synapse;server;CVE-2025-61672;guillemo12/synapse;7069636c2d6d1ef2022287addf3ed8b919ef2740;tests/rest/client/test_keys.py;L2_CORRIGIDO;CORRIGIDO;0.6061;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-61672/guillemo12_synapse_7069636c_tests_rest_client_test_keys.py
element-hq/synapse;server;CVE-2025-61672;Buzzlabs/synapse;7069636c2d6d1ef2022287addf3ed8b919ef2740;tests/rest/client/test_keys.py;L2_CORRIGIDO;CORRIGIDO;0.9575;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-61672/Buzzlabs_synapse_7069636c_tests_rest_client_test_keys.py
element-hq/synapse;server;CVE-2025-61672;AliAbutorabi/Synapse;7069636c2d6d1ef2022287addf3ed8b919ef2740;tests/rest/client/test_keys.py;L2_CORRIGIDO;CORRIGIDO;0.6061;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-61672/AliAbutorabi_Synapse_7069636c_tests_rest_client_test_keys.py
element-hq/synapse;server;CVE-2025-30355;guillemo12/synapse;2277df2a1eb685f85040ef98fa21d41aa4cdd389;synapse/federation/units.py;L2_CORRIGIDO;CORRIGIDO;0.9724;CONFIRMED_PATCHED;0.8667;False;15;13;2;evidencias_gt_dissertacao/CVE-2025-30355/guillemo12_synapse_2277df2a_synapse_federation_units.py
element-hq/synapse;server;CVE-2025-30355;Buzzlabs/synapse;2277df2a1eb685f85040ef98fa21d41aa4cdd389;synapse/federation/units.py;L2_CORRIGIDO;CORRIGIDO;0.9724;CONFIRMED_PATCHED;0.8667;False;15;13;2;evidencias_gt_dissertacao/CVE-2025-30355/Buzzlabs_synapse_2277df2a_synapse_federation_units.py
element-hq/synapse;server;CVE-2025-30355;AliAbutorabi/Synapse;2277df2a1eb685f85040ef98fa21d41aa4cdd389;synapse/federation/units.py;L2_CORRIGIDO;CORRIGIDO;0.9724;CONFIRMED_PATCHED;0.8667;False;15;13;2;evidencias_gt_dissertacao/CVE-2025-30355/AliAbutorabi_Synapse_2277df2a_synapse_federation_units.py
element-hq/synapse;server;CVE-2024-31208;guillemo12/synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;synapse/storage/databases/main/events.py;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6036;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2024-31208/guillemo12_synapse_55b0aa84_synapse_storage_databases_main_events.py
element-hq/synapse;server;CVE-2024-31208;Buzzlabs/synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;synapse/storage/databases/main/events.py;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6364;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2024-31208/Buzzlabs_synapse_55b0aa84_synapse_storage_databases_main_events.py
element-hq/synapse;server;CVE-2024-31208;AliAbutorabi/Synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;synapse/storage/databases/main/events.py;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6191;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2024-31208/AliAbutorabi_Synapse_55b0aa84_synapse_storage_databases_main_events.py
element-hq/synapse;server;CVE-2024-31208;guillemo12/synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;tests/storage/test_event_chain.py;L2_CORRIGIDO;CORRIGIDO;0.9833;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-31208/guillemo12_synapse_55b0aa84_tests_storage_test_event_chain.py
element-hq/synapse;server;CVE-2024-31208;Buzzlabs/synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;tests/storage/test_event_chain.py;L2_CORRIGIDO;CORRIGIDO;0.9857;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-31208/Buzzlabs_synapse_55b0aa84_tests_storage_test_event_chain.py
element-hq/synapse;server;CVE-2024-31208;AliAbutorabi/Synapse;55b0aa847a61774b6a3acdc4b177a20dc019f01a;tests/storage/test_event_chain.py;L2_CORRIGIDO;CORRIGIDO;0.9833;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-31208/AliAbutorabi_Synapse_55b0aa84_tests_storage_test_event_chain.py
matrix-org/vodozemac;support;CVE-2024-40640;CommE2E/vodozemac;734b6c6948d4b2bdee3dd8b4efa591d93a61d272;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/CommE2E_vodozemac_734b6c69_src_megolm_session_keys.rs
matrix-org/vodozemac;support;CVE-2024-40640;xsanm/vodozemac;734b6c6948d4b2bdee3dd8b4efa591d93a61d272;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/xsanm_vodozemac_734b6c69_src_megolm_session_keys.rs
matrix-org/vodozemac;support;CVE-2024-40640;tangowhisky-dev/vodozemac;734b6c6948d4b2bdee3dd8b4efa591d93a61d272;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/tangowhisky-dev_vodozemac_734b6c69_src_megolm_session_keys.rs
matrix-org/vodozemac;support;CVE-2024-40640;CommE2E/vodozemac;77765dace11266ef9523301624a01265c6e0f790;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/CommE2E_vodozemac_77765dac_src_megolm_session_keys.rs
matrix-org/vodozemac;support;CVE-2024-40640;xsanm/vodozemac;77765dace11266ef9523301624a01265c6e0f790;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/xsanm_vodozemac_77765dac_src_megolm_session_keys.rs
matrix-org/vodozemac;support;CVE-2024-40640;tangowhisky-dev/vodozemac;77765dace11266ef9523301624a01265c6e0f790;src/megolm/session_keys.rs;L2_CORRIGIDO;CORRIGIDO;0.9956;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2024-40640/tangowhisky-dev_vodozemac_77765dac_src_megolm_session_keys.rs
element-hq/matrix-authentication-service;support;CVE-2025-62425;Gua-ra/gua-auth-service;bce99edb6177be11f8f38c1d01f5606ce7b4b2e5;crates/handlers/src/graphql/tests.rs;L2_CORRIGIDO;CORRIGIDO;0.9933;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-62425/Gua-ra_gua-auth-service_bce99edb_crates_handlers_src_graphql_tests.rs
element-hq/matrix-authentication-service;support;CVE-2025-62425;tchapgouv/matrix-authentication-service;bce99edb6177be11f8f38c1d01f5606ce7b4b2e5;crates/handlers/src/graphql/tests.rs;L2_CORRIGIDO;CORRIGIDO;0.9933;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-62425/tchapgouv_matrix-authentication-service_bce99edb_crates_handlers_src_graphql_tests.rs
element-hq/matrix-authentication-service;support;CVE-2025-62425;Tween-IM/tween-authentication-service;bce99edb6177be11f8f38c1d01f5606ce7b4b2e5;crates/handlers/src/graphql/tests.rs;L2_CORRIGIDO;CORRIGIDO;0.659;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-62425/Tween-IM_tween-authentication-service_bce99edb_crates_handlers_src_graphql_tests.rs
element-hq/element-android;client;CVE-2025-27606;luki-ev/synod-android;87d7fcdc8036a4db4da8c403f87c73a64a546304;vector/src/main/java/im/vector/app/features/pin/PinFragment.kt;L1_SHA;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;0;0;0;
element-hq/element-android;client;CVE-2025-27606;H1d3r/element-android;87d7fcdc8036a4db4da8c403f87c73a64a546304;vector/src/main/java/im/vector/app/features/pin/PinFragment.kt;L1_SHA;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;0;0;0;
element-hq/element-android;client;CVE-2025-27606;validkanaheiuser/element-android;87d7fcdc8036a4db4da8c403f87c73a64a546304;vector/src/main/java/im/vector/app/features/pin/PinFragment.kt;L1_SHA;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;0;0;0;
element-hq/element-android;client;CVE-2024-26132;luki-ev/synod-android;8f9695a9a8d944cb9b92568cbd76578c51d32e07;library/multipicker/src/main/java/im/vector/lib/multipicker/utils/MediaFileUtils.kt;L2_CORRIGIDO;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;1;1;0;evidencias_gt_dissertacao/CVE-2024-26132/luki-ev_synod-android_8f9695a9_library_multipicker_src_main_java_im_vector_lib_multipicker_utils_MediaFileUtils.kt
element-hq/element-android;client;CVE-2024-26132;H1d3r/element-android;8f9695a9a8d944cb9b92568cbd76578c51d32e07;library/multipicker/src/main/java/im/vector/lib/multipicker/utils/MediaFileUtils.kt;L2_CORRIGIDO;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;1;1;0;evidencias_gt_dissertacao/CVE-2024-26132/H1d3r_element-android_8f9695a9_library_multipicker_src_main_java_im_vector_lib_multipicker_utils_MediaFileUtils.kt
element-hq/element-android;client;CVE-2024-26132;validkanaheiuser/element-android;8f9695a9a8d944cb9b92568cbd76578c51d32e07;library/multipicker/src/main/java/im/vector/lib/multipicker/utils/MediaFileUtils.kt;L2_CORRIGIDO;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;1;1;0;evidencias_gt_dissertacao/CVE-2024-26132/validkanaheiuser_element-android_8f9695a9_library_multipicker_src_main_java_im_vector_lib_multipicker_utils_MediaFileUtils.kt
element-hq/element-android;client;CVE-2024-26131;luki-ev/synod-android;53734255ec270b0814946350787393dfcaa2a5a9;vector/src/main/java/im/vector/app/features/MainActivity.kt;L2_CORRIGIDO;CORRIGIDO;0.9727;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-26131/luki-ev_synod-android_53734255_vector_src_main_java_im_vector_app_features_MainActivity.kt
element-hq/element-android;client;CVE-2024-26131;H1d3r/element-android;53734255ec270b0814946350787393dfcaa2a5a9;vector/src/main/java/im/vector/app/features/MainActivity.kt;L2_CORRIGIDO;CORRIGIDO;0.9727;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-26131/H1d3r_element-android_53734255_vector_src_main_java_im_vector_app_features_MainActivity.kt
element-hq/element-android;client;CVE-2024-26131;validkanaheiuser/element-android;53734255ec270b0814946350787393dfcaa2a5a9;vector/src/main/java/im/vector/app/features/MainActivity.kt;L2_CORRIGIDO;CORRIGIDO;0.9109;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-26131/validkanaheiuser_element-android_53734255_vector_src_main_java_im_vector_app_features_MainActivity.kt
matrix-org/matrix-rust-sdk;sdk;CVE-2025-66622;tchapgouv/matrix-rust-sdk;4ea0418abefab2aa93f8851a4d39c723e703e6b0;crates/matrix-sdk-base/src/room/room_info.rs;L2_CORRIGIDO;CORRIGIDO;0.8961;CONFIRMED_VULNERABLE;0.0;False;15;0;15;evidencias_gt_dissertacao/CVE-2025-66622/tchapgouv_matrix-rust-sdk_4ea0418a_crates_matrix-sdk-base_src_room_room_info.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-66622;zecakeh/matrix-rust-sdk;4ea0418abefab2aa93f8851a4d39c723e703e6b0;crates/matrix-sdk/tests/integration/client.rs;VULNERAVEL;NAO_CORRIGIDO;0.2757;CONFIRMED_VULNERABLE;0.0667;False;15;1;14;evidencias_gt_dissertacao/CVE-2025-66622/zecakeh_matrix-rust-sdk_4ea0418a_crates_matrix-sdk_tests_integration_client.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-66622;tchapgouv/matrix-rust-sdk;4ea0418abefab2aa93f8851a4d39c723e703e6b0;crates/matrix-sdk/tests/integration/client.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.7463;AMBIGUOUS;0.3333;False;15;5;10;evidencias_gt_dissertacao/CVE-2025-66622/tchapgouv_matrix-rust-sdk_4ea0418a_crates_matrix-sdk_tests_integration_client.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-66622;Hywan/matrix-rust-sdk;4ea0418abefab2aa93f8851a4d39c723e703e6b0;crates/matrix-sdk/tests/integration/client.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6604;CONFIRMED_VULNERABLE;0.1333;False;15;2;13;evidencias_gt_dissertacao/CVE-2025-66622/Hywan_matrix-rust-sdk_4ea0418a_crates_matrix-sdk_tests_integration_client.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-53549;tchapgouv/matrix-rust-sdk;d0c01006e4808db5eb96ad5c496416f284d8bd3c;crates/matrix-sdk-sqlite/src/event_cache_store.rs;L2_CORRIGIDO;CORRIGIDO;0.9308;AMBIGUOUS;0.6667;False;15;10;5;evidencias_gt_dissertacao/CVE-2025-53549/tchapgouv_matrix-rust-sdk_d0c01006_crates_matrix-sdk-sqlite_src_event_cache_store.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-48937;tchapgouv/matrix-rust-sdk;13c1d2048286bbabf5e7bc6b015aafee98f04d55;crates/matrix-sdk-crypto/src/machine/mod.rs;L2_CORRIGIDO;CORRIGIDO;0.9108;CONFIRMED_PATCHED;1.0;False;7;7;0;evidencias_gt_dissertacao/CVE-2025-48937/tchapgouv_matrix-rust-sdk_13c1d204_crates_matrix-sdk-crypto_src_machine_mod.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2025-48937;tchapgouv/matrix-rust-sdk;13c1d2048286bbabf5e7bc6b015aafee98f04d55;crates/matrix-sdk-crypto/src/machine/tests/decryption_verification_state.rs;L2_CORRIGIDO;CORRIGIDO;0.9627;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2025-48937/tchapgouv_matrix-rust-sdk_13c1d204_crates_matrix-sdk-crypto_src_machine_tests_decryption_verification_state.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-40648;zecakeh/matrix-rust-sdk;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;VULNERAVEL;VULNERAVEL;0.6897;CONFIRMED_VULNERABLE;0.0;False;15;0;15;evidencias_gt_dissertacao/CVE-2024-40648/zecakeh_matrix-rust-sdk_76a70521_crates_matrix-sdk-crypto_src_identities_user.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-40648;tchapgouv/matrix-rust-sdk;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;L2_CORRIGIDO;CORRIGIDO;0.5559;CONFIRMED_VULNERABLE;0.0667;False;15;1;14;evidencias_gt_dissertacao/CVE-2024-40648/tchapgouv_matrix-rust-sdk_76a70521_crates_matrix-sdk-crypto_src_identities_user.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-40648;Hywan/matrix-rust-sdk;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;L2_CORRIGIDO;CORRIGIDO;1.0;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-40648/Hywan_matrix-rust-sdk_76a70521_crates_matrix-sdk-crypto_src_identities_user.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-34353;zecakeh/matrix-rust-sdk;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.4485;CONFIRMED_VULNERABLE;0.0667;False;15;1;14;evidencias_gt_dissertacao/CVE-2024-34353/zecakeh_matrix-rust-sdk_71136e44_crates_matrix-sdk_src_encryption_mod.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-34353;tchapgouv/matrix-rust-sdk;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6512;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2024-34353/tchapgouv_matrix-rust-sdk_71136e44_crates_matrix-sdk_src_encryption_mod.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-34353;Hywan/matrix-rust-sdk;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;L2_CORRIGIDO;CORRIGIDO;0.8342;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2024-34353/Hywan_matrix-rust-sdk_71136e44_crates_matrix-sdk_src_encryption_mod.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-34353;zecakeh/matrix-rust-sdk;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;crates/matrix-sdk-crypto/src/machine.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.7097;CONFIRMED_VULNERABLE;0.2667;False;15;4;11;evidencias_gt_dissertacao/CVE-2024-34353/zecakeh_matrix-rust-sdk_fa10bbb5_crates_matrix-sdk-crypto_src_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2024-34353;Hywan/matrix-rust-sdk;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;crates/matrix-sdk-crypto/src/machine.rs;L2_CORRIGIDO;CORRIGIDO;0.8074;CONFIRMED_PATCHED;1.0;False;15;15;0;evidencias_gt_dissertacao/CVE-2024-34353/Hywan_matrix-rust-sdk_fa10bbb5_crates_matrix-sdk-crypto_src_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;zecakeh/matrix-rust-sdk;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;L2_CORRIGIDO;CORRIGIDO;0.8155;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2022-39252/zecakeh_matrix-rust-sdk_093fb5d0_crates_matrix-sdk-crypto_src_gossiping_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;tchapgouv/matrix-rust-sdk;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6226;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2022-39252/tchapgouv_matrix-rust-sdk_093fb5d0_crates_matrix-sdk-crypto_src_gossiping_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;Hywan/matrix-rust-sdk;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6297;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2022-39252/Hywan_matrix-rust-sdk_093fb5d0_crates_matrix-sdk-crypto_src_gossiping_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;zecakeh/matrix-rust-sdk;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;L2_CORRIGIDO;CORRIGIDO;0.841;CONFIRMED_PATCHED;0.9333;False;15;14;1;evidencias_gt_dissertacao/CVE-2022-39252/zecakeh_matrix-rust-sdk_41449d2c_crates_matrix-sdk-crypto_src_gossiping_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;tchapgouv/matrix-rust-sdk;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6425;CONFIRMED_PATCHED;0.8;False;15;12;3;evidencias_gt_dissertacao/CVE-2022-39252/tchapgouv_matrix-rust-sdk_41449d2c_crates_matrix-sdk-crypto_src_gossiping_machine.rs
matrix-org/matrix-rust-sdk;sdk;CVE-2022-39252;Hywan/matrix-rust-sdk;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;ZONA_INCERTEZA;ZONA_INCERTEZA;0.6499;CONFIRMED_PATCHED;0.7333;False;15;11;4;evidencias_gt_dissertacao/CVE-2022-39252/Hywan_matrix-rust-sdk_41449d2c_crates_matrix-sdk-crypto_src_gossiping_machine.rs
